Input,Output,Id
"The need for evaluations is noted only as an afterthought. This is worrying, especially since the framework does not account for the user model at all.",Confirmed,Hyx-uH4W3V
"As such, I am not sure who has been helped with explanations of this form.",Maybe,Hyx-uH4W3V
- No baseline methods are reported to appreciate the reported performance,Not concerning,NamFEfqLpa
"It is of course a bad idea to model a Gaussian with a Cauchy distribution (the way it is always a bad idea to have a mis-specified model),",Not concerning,r1lQVT49FB
"Second, I find the approach lacks novelty and is a straightforward application of the well established temperature scaling method and the expected calibration error to regression tasks.",Confirmed,r1lQVT49FB
"Most importantly, I have major concerns regarding the lack of in-depth evaluation.",Confirmed,r1lQVT49FB
The novelty of the study is quite limited.,Maybe,TD5pjPIKGv
"The paper is written as if the benchmark is the main contribution and the architecture improvement is just a delta on top of this, but it gets confusing when the methods section starts off with just directly stating the new architecture.",Maybe,r1esT_GTKr
The motivation for why one needs GIM after one already has A-LSTM or A-LMN is not very clear?,Not concerning,r1esT_GTKr
Overall the contribution does seem a bit incremental based on prior work and the description lacks enough detail to properly indicate why this is a very important contribution?,Maybe,r1esT_GTKr
The results in the experiments section are very hard to parse. The captions need much more detail for eg Table 2.,Not concerning,r1esT_GTKr
"Unfortunately, I found that the author simply I enumerate the performance differences of different algorithms in different environments, and there is also a lack of analysis of what methods are suitable for what tasks.",Not concerning,Bs8rH5w0G7C
"I hope that the author can adjust the content of the paper, and don't make people feel that the author has collected different official implementations, and then simply run them and compare directly.",Maybe,Bs8rH5w0G7C
"Overall, I vote for a rejection",Not concerning,Bs8rH5w0G7C
The encoding and decoding process lacks novelty.,Confirmed,ckp0fjYhOIM
"The paper somewhat overlaps with other recent work on VQA benchmarks, such as ComPhy.",Not concerning,d_kdTlKCe1
"Despite these weaknesses somewhat limiting the paper's significance, I still think it will make a reasonable contribution to a question that is very relevant for the nCSI workshop.",Not concerning,d_kdTlKCe1
"This is inconsiderate in the best case, arrogant in the worst.",Confirmed,rJxtaOEv3E
"1. No novelty, not limited.  This is a simple combination of multi-scale and DANet.",Confirmed,3RddyLH2-P_
"2. Extremely poor paper organization, see Fig.1, Fig. 2, and Fig. 3.",Confirmed,3RddyLH2-P_
Bad presentation,Missed by Model,3RddyLH2-P_
"4. Could authors explain why a simple ""multi-scale + dual attention"" idea could achieve such big improvements over all vision tasks? Based on my experience, that is impossible.",Not concerning,3RddyLH2-P_
"The authors argue they have shown the model with limited capacity capture biases. However, this has been shown already in [1] in 2019 and therefore is not a contribution of the authors.",Not concerning,EM6nENB9ut8
"The main method proposed in this paper, is exactly the same method proposed in [2].",Not concerning,EM6nENB9ut8
"Given the points above, and since the main method in the paper is proposed in [2], the paper does not provide enough contributions to be suitable for the ICLR venue.",Not concerning,EM6nENB9ut8
"However, this is not proved and does not seem obvious to me.",Maybe,BkldR7lIcB
"This, to me, is more like some intuition or conjecture, rather than rigorous mathematical proof.",Not concerning,BkldR7lIcB
"As a result, I am skeptical about the theoretical claims made in the paper.",Maybe,BkldR7lIcB
The paper suffers from serious clarity issues.,Confirmed,H1e59mLw27
"Unfortunately, after reading the paper, front to cover, I cannot tell what is the problem the authors are trying to solve (except, of course, from providing a better training algorithm for RNNs).",Not concerning,H1e59mLw27
It looks like there is no conclusion section at the end of this paper.,Not concerning,YeLgdYTLL0n
The paper suffers from several disadvantages (ranging in importance from minor to more fundamental) that however IMHO can be improved upon mostly quickly.,Not concerning,SlgddePTe9
"Furthermore, the key result stated in said experiment (interventional data is better than simply more observational data for recovering the true causal graph) is arguably not of value to the paper since it is (a) to be expected from existing literature and (b) it does not corroborate on the proposed paradigm.",Confirmed,SlgddePTe9
Consider using an alternate notation for $==$ since it is an arguably atypical notation for graph learning reminiscent of programming language literature.,Not concerning,SlgddePTe9
Experimental setup is not well described.,Not concerning,SooiU6_zYjK
Discussion of related work is missing.,Not concerning,SooiU6_zYjK
making the results in Table 2 and Table 3 meaningless and confusing.,Confirmed,Byg5fBqTKr
"Many choices in the algorithm seem to be arbitrary, and there are many approximations in the method whose accuracies have no guarantees.",Confirmed,Byg5fBqTKr
It is hard to predict how those approximation errors accumulate when all pieces are combined together to form a very complicated algorithm.,Not concerning,Byg5fBqTKr
It is unfair that the authors' attack uses l_2 norm.,Not concerning,Byg5fBqTKr
"Therefore, when using human evaluation to assess the image quality of generated adversarial examples, the two previous methods are naturally at a huge disadvantage.",Maybe,Byg5fBqTKr
The trick for dealing with unlimited data is not in the focus of this paper and also not evaluated against any other method.,Maybe,r1xcT5bSYE
"However, possible inaccuracies or biases of the deployed classifier are not discussed and the aspect of learning with limited data is not in the focus of the paper, which makes me question the relevance for this workshop",Missed Maybe,r1xcT5bSYE
I vote for weak rejection because the core modification proposed to Adam is minor and is mostly supported by intuition and preliminary experiments.,Not concerning,S1ghLD70FH
There is an error in algorithm 1. The last element of the last line (Perform the update) should be \alpha (1 - \eta) m_t/d_t.,Not concerning,S1ghLD70FH
I have difficulty convincing myself that smoothing by the average is solving the issues raised in the paper and there is no experiments to study its effect directly.,Maybe,S1ghLD70FH
"In any case, there is an overlap for 3 of the 5 models between SGD and SoftAdam which makes the comparison rather unconvincing.",Confirmed,S1ghLD70FH
"There is no standard deviation for Adam, and none on Penn Treebank dataset and IWSLT. For a better comparison, all hyper-parameters of the algorithms should be optimized for each run.",Confirmed,S1ghLD70FH
No details on how the RCPO algorithm works.,Not concerning,yT97j3ocJ6D
"Using 'observing the cost' (something similar) is a better choice than 'Get Constraint' because the constraint is part of the optimization problem, and you can't observe it as it is set beforehand.",Not concerning,yT97j3ocJ6D
"""... parallel environments is a bit more complex."" Authors need to give at least some high-level reason why it is complex.",Not concerning,yT97j3ocJ6D
Some sections of the paper were very hard to follow.,Not concerning,_Egkrswxzn
The remainder of the experimental results likewise need more explanations.,Not concerning,_Egkrswxzn
The paper cannot be accepted to ICLR as-is.,Not concerning,_Egkrswxzn
"In practice, you cannot do this as there is no ""free"" evaluation of the offline learned policies.",Not concerning,0-kn8rZimK
"Furthermore, this reduces the significance of the results as it is not clear whether the gains are just from better hyperparameters.",Not concerning,0-kn8rZimK
